radius,transmitted_mass,scattered_mass,total_mass
0.5,3.3277300421882516e-07,0.7434326397286215,1.0000000000000082
1.0,1.6122931527101375e-07,0.6969876524807361,1.0000000000000084
1.5,5.885077386470855e-08,0.6402197933096423,1.0000000000000087
2.0,2.246089688736682e-08,0.5329734901878586,1.0000000000000087
2.5,6.941014148805031e-09,0.45148779813294093,1.0000000000000087
