radius,transmitted_mass,scattered_mass,total_mass
0.5,1.1273047534151964e-10,0.31786864973532913,1.000000000000024
1.0,4.3804978951750663e-10,0.3151288074357774,1.000000000000024
1.5,1.4156525576869083e-09,0.3065084413166007,1.000000000000025
2.0,4.185650441139113e-09,0.2839698276314131,1.000000000000024
2.5,7.222554799176676e-09,0.23843586971528855,1.0000000000000233
